Age,Gender,Country,Occupation,Marital Status,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Primary Platform,Screen Time (hrs),Device Type,Internet Speed (Mbps),Data Plan Used,Social Media Fatigue Level (scale 1-10),Digital Well-being Awareness,Tech Savviness Level (scale 1-10),Average Sleep Time (hrs),Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Physical Activity Time (hrs),Monthly Income (USD),Monthly Expenditure on Entertainment (USD),Subscription Platforms,Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),News Consumption Time (hrs)
64,Female,India,Student,Married,7.76,9.15,4.42,1.52,3.49,YouTube,8.77,PC,62.5,Unlimited,7,Low,9,4.82,2,1,0.1,2112.88,9.43,1,Series,News,Amazon Prime,0.74,2.15
34,Other,UK,Student,Widowed,7.82,0.8,1.43,4.96,0.77,Instagram,7.0,Smartphone,99.95,Unlimited,4,High,1,5.72,3,8,1.61,8616.94,53.12,2,Series,News,Amazon Prime,2.26,1.45
59,Other,India,Professional,Divorced,6.37,8.91,4.64,1.06,2.82,Twitter,2.3,PC,83.68,10GB,9,Low,5,5.7,9,5,2.34,4589.61,132.09,1,News,News,Netflix,2.61,2.12
24,Male,USA,Student,Divorced,6.59,5.83,1.85,6.14,0.95,TikTok,11.91,PC,20.24,10GB,2,Moderate,6,6.74,6,8,1.25,2012.18,372.4,4,Movies,Entertainment,YouTube,1.7,1.44
24,Female,UK,Unemployed,Divorced,3.99,2.99,4.49,4.56,0.38,Twitter,4.55,Tablet,59.21,Unlimited,1,Moderate,3,8.78,8,4,1.76,5063.82,314.74,4,Movies,Entertainment,YouTube,3.24,1.0
14,Other,USA,Student,Widowed,6.43,5.64,1.18,3.62,4.69,Twitter,5.81,Smartphone,58.85,50GB,6,High,2,4.43,1,9,0.07,7520.95,155.49,0,Short Videos,News,Amazon Prime,2.04,0.86
46,Other,Germany,Student,Married,4.24,7.63,1.76,5.92,4.86,Instagram,8.43,Smartphone,28.39,10GB,5,High,2,4.41,9,1,2.14,5262.84,149.5,1,Short Videos,Entertainment,YouTube,3.39,0.97
32,Male,Australia,Professional,Widowed,5.65,1.4,4.02,4.64,0.92,Instagram,10.22,PC,25.57,50GB,2,Low,1,4.24,4,9,2.26,3252.13,5.01,0,Short Videos,News,YouTube,3.83,1.56
57,Other,Australia,Professional,Single,2.39,0.94,4.56,4.69,3.81,Instagram,2.2,Smartphone,5.54,50GB,1,High,8,4.96,9,5,1.29,9495.91,163.78,4,Short Videos,Entertainment,Amazon Prime,2.73,2.13
37,Female,India,Retired,Single,1.63,3.49,4.09,2.03,4.12,Facebook,10.94,Tablet,28.45,50GB,5,High,7,8.2,8,9,2.74,8177.92,263.35,5,Short Videos,Networking,Amazon Prime,0.76,0.76
63,Female,UK,Student,Divorced,4.65,8.57,3.13,3.1,3.94,Instagram,3.67,PC,69.99,Unlimited,6,High,5,4.74,2,3,2.45,8612.0,287.74,3,Movies,News,Amazon Prime,3.6,1.66
22,Other,UK,Student,Widowed,1.58,3.5,2.26,3.28,2.58,Facebook,3.09,PC,27.74,50GB,9,Low,3,8.75,9,9,0.45,6710.66,136.1,4,Short Videos,Entertainment,YouTube,1.5,0.68
58,Female,Australia,Retired,Divorced,3.3,0.99,4.13,1.9,4.75,Facebook,6.71,Tablet,54.22,50GB,7,Low,1,4.48,7,1,1.12,6178.27,286.56,2,Movies,Networking,Spotify,2.7,2.5
53,Other,India,Retired,Married,5.82,8.67,1.1,0.71,0.14,YouTube,10.61,Tablet,85.68,10GB,8,Low,8,7.52,1,6,2.4,1776.64,299.43,5,Series,News,YouTube,0.53,2.26
53,Female,UK,Student,Single,6.51,1.38,2.38,1.67,0.39,Facebook,2.09,PC,45.25,10GB,3,Low,3,6.18,4,9,1.59,2804.3,468.33,5,Movies,Education,Spotify,2.64,2.38
56,Male,India,Student,Married,1.61,5.8,2.13,1.95,2.75,TikTok,5.81,Smartphone,72.79,10GB,5,Moderate,1,5.2,8,2,2.27,5762.09,434.73,4,News,Entertainment,Amazon Prime,1.96,2.83
52,Other,UK,Unemployed,Married,5.67,8.13,2.31,0.6,3.19,TikTok,10.45,Smartphone,20.6,10GB,6,High,5,8.58,4,4,2.27,5174.2,60.96,0,News,Entertainment,Spotify,1.29,0.43
45,Male,Canada,Student,Married,4.42,0.52,1.23,5.33,2.19,TikTok,5.55,PC,56.63,50GB,5,High,5,4.43,1,6,0.99,7410.3,394.22,5,Short Videos,News,YouTube,3.53,0.59
19,Other,India,Professional,Single,2.71,9.13,3.32,6.88,4.74,YouTube,4.8,Smartphone,99.74,Unlimited,5,Moderate,5,5.52,7,2,2.29,2540.56,378.23,3,Movies,Education,Amazon Prime,1.72,1.15
14,Female,USA,Retired,Married,2.44,9.88,3.49,5.89,1.78,Twitter,11.59,PC,36.62,Unlimited,7,Low,1,6.63,8,3,1.61,5028.68,374.79,3,News,Networking,Spotify,1.62,1.38
60,Female,UK,Retired,Widowed,7.11,7.91,1.1,3.95,3.61,YouTube,7.99,Smartphone,59.41,Unlimited,9,Moderate,1,8.55,5,5,1.72,7354.43,420.41,1,Movies,Networking,Netflix,1.06,1.19
45,Female,Australia,Retired,Married,3.53,6.43,1.12,2.6,2.17,Facebook,6.46,Tablet,79.75,50GB,7,Low,2,6.8,8,6,1.79,3060.53,419.93,3,Series,News,Spotify,3.78,1.98
54,Female,India,Professional,Widowed,5.59,4.56,4.98,6.72,4.55,TikTok,11.96,Tablet,48.31,10GB,9,High,7,6.19,4,8,0.38,6288.91,468.38,5,Short Videos,Networking,YouTube,2.72,0.68
38,Male,UK,Retired,Single,1.34,7.45,1.25,6.82,0.49,YouTube,2.46,Tablet,33.09,50GB,4,Low,9,7.44,3,6,2.06,2527.67,496.75,1,News,Education,Amazon Prime,3.16,0.72
19,Other,Germany,Student,Widowed,6.84,2.52,0.42,1.34,0.35,TikTok,3.39,Smartphone,32.4,50GB,8,Low,9,8.6,3,8,0.53,4820.45,259.61,3,Movies,Entertainment,Netflix,3.08,1.12
19,Other,Australia,Professional,Widowed,1.72,3.2,4.95,0.95,1.31,Facebook,10.73,Smartphone,63.36,Unlimited,7,Moderate,2,4.12,1,4,2.98,1807.6,413.49,4,News,Education,YouTube,2.16,0.78
48,Female,Canada,Student,Married,6.12,9.24,0.54,3.16,1.52,Twitter,6.55,Tablet,27.19,Unlimited,4,High,5,4.07,8,1,1.37,1668.78,72.25,3,Short Videos,News,Spotify,3.43,2.52
35,Female,Germany,Retired,Single,0.97,6.6,2.19,4.2,1.14,Instagram,2.57,Smartphone,90.2,10GB,5,Low,6,8.18,7,7,1.63,787.87,99.89,1,Short Videos,Networking,YouTube,2.8,1.45
23,Other,Canada,Unemployed,Divorced,6.95,6.26,3.71,4.73,0.6,YouTube,3.44,Tablet,70.48,50GB,9,Low,8,8.73,3,5,2.76,1588.99,173.51,4,News,News,Netflix,2.21,0.24
38,Other,Australia,Student,Divorced,7.89,3.55,4.38,6.3,4.77,TikTok,8.66,Tablet,58.69,Unlimited,4,Moderate,7,7.61,8,5,0.34,7946.7,23.37,2,Series,News,Netflix,1.53,2.83
16,Other,Australia,Student,Widowed,1.27,6.97,0.51,5.35,4.39,Twitter,3.57,PC,34.14,Unlimited,6,Low,3,7.73,6,5,2.73,8167.58,199.18,1,News,Education,Amazon Prime,0.61,0.2
43,Female,Canada,Unemployed,Divorced,6.14,8.04,0.63,5.71,1.96,Instagram,11.29,Smartphone,7.64,Unlimited,3,Low,3,5.93,4,5,2.05,6733.32,69.43,1,Short Videos,Entertainment,Spotify,2.81,0.49
26,Male,Australia,Student,Widowed,7.09,4.08,3.34,1.02,2.35,Facebook,3.06,PC,71.35,Unlimited,3,High,1,7.96,9,3,1.51,9022.32,495.68,5,News,Networking,Netflix,2.02,2.88
54,Male,Germany,Professional,Divorced,3.31,2.86,0.22,1.08,1.22,TikTok,9.91,PC,53.03,50GB,2,Moderate,9,5.43,9,8,0.44,2331.98,355.64,3,Short Videos,Networking,Spotify,3.64,1.23
29,Other,USA,Retired,Married,5.52,6.94,1.69,0.76,3.36,Instagram,9.44,PC,50.37,Unlimited,6,Moderate,1,4.65,2,4,0.91,6830.19,60.02,4,News,News,Spotify,0.38,0.3
36,Male,UK,Professional,Married,3.29,0.51,1.98,3.82,0.33,TikTok,10.53,Smartphone,45.28,10GB,8,Moderate,6,6.83,4,6,0.41,9326.15,3.58,2,News,Education,Netflix,0.77,0.8
13,Other,USA,Unemployed,Divorced,7.26,1.41,1.13,2.12,0.71,Instagram,11.98,Smartphone,61.9,Unlimited,3,Low,5,8.83,1,5,2.85,3957.27,194.26,2,News,Networking,Spotify,3.97,1.48
16,Female,Germany,Professional,Married,4.35,5.26,2.6,6.95,3.73,YouTube,7.43,Smartphone,15.53,10GB,6,Low,6,6.57,8,1,1.23,835.38,105.31,4,News,Education,YouTube,3.98,1.14
33,Other,USA,Professional,Divorced,3.74,2.12,3.76,2.59,2.64,Twitter,4.01,PC,17.32,10GB,9,Moderate,2,6.26,9,4,2.6,771.23,398.66,1,Series,Networking,YouTube,3.83,0.19
37,Other,USA,Student,Widowed,7.47,1.84,0.52,4.96,4.35,Instagram,9.99,Tablet,21.27,50GB,8,Low,9,6.81,2,8,2.15,9190.41,284.53,4,News,Networking,Netflix,3.38,1.07
44,Male,UK,Student,Single,0.92,7.83,0.92,5.09,3.34,Instagram,3.93,Smartphone,73.01,50GB,5,Moderate,5,5.37,7,3,0.59,3268.77,413.18,2,News,News,Spotify,2.04,0.07
28,Other,Australia,Professional,Married,1.49,5.89,2.52,0.57,4.67,Facebook,5.17,PC,53.22,50GB,3,Moderate,5,7.08,3,4,1.15,8824.53,373.39,5,News,Entertainment,Netflix,3.68,1.31
49,Female,India,Professional,Divorced,7.73,0.98,1.25,3.2,0.17,Twitter,4.87,Smartphone,26.97,Unlimited,2,High,1,5.14,7,4,0.6,4490.36,354.42,5,Series,Networking,YouTube,1.73,0.41
57,Female,Germany,Retired,Married,5.3,1.24,3.0,6.25,1.64,Instagram,8.62,PC,30.5,Unlimited,4,High,5,7.46,2,4,2.25,3445.6,48.26,1,Series,News,YouTube,2.92,0.74
53,Female,USA,Retired,Married,5.39,5.87,3.2,0.63,4.86,Facebook,6.97,Tablet,87.94,10GB,5,High,3,8.45,5,5,0.88,6270.12,401.96,1,Series,News,Netflix,1.22,1.14
15,Other,UK,Retired,Married,0.9,9.18,4.99,6.6,2.39,Instagram,7.28,PC,25.42,10GB,8,Low,7,7.93,7,5,0.98,9152.18,41.85,0,Short Videos,Education,Amazon Prime,3.25,1.18
37,Female,India,Retired,Single,1.34,4.96,2.79,4.38,1.5,Instagram,11.82,PC,93.48,Unlimited,6,High,6,5.62,3,5,0.24,8792.94,59.31,1,Series,Networking,Amazon Prime,3.72,1.16
18,Male,USA,Student,Divorced,5.72,8.8,0.66,5.59,2.1,Facebook,5.53,PC,34.74,10GB,1,High,4,8.55,7,2,2.28,3581.18,2.85,0,Series,Education,Amazon Prime,0.83,1.44
25,Male,UK,Unemployed,Widowed,3.93,8.87,4.44,2.7,3.0,Instagram,8.37,PC,27.33,Unlimited,8,Low,5,8.92,9,8,0.22,8864.23,469.04,1,Movies,Education,Spotify,2.04,2.97
64,Male,India,Student,Divorced,6.07,5.44,1.98,3.8,1.86,Facebook,8.34,PC,21.48,10GB,1,High,1,5.37,5,3,2.1,1760.58,54.76,4,News,News,Netflix,2.96,1.9
20,Male,Australia,Retired,Married,6.8,6.36,2.06,3.45,2.27,Facebook,4.37,PC,64.38,10GB,4,High,5,6.98,8,5,1.67,5255.91,123.31,2,Short Videos,Entertainment,YouTube,1.79,2.42
38,Other,India,Unemployed,Single,4.28,0.85,3.66,3.19,3.22,Facebook,4.57,PC,6.93,10GB,3,High,6,5.69,4,1,0.99,805.24,166.31,5,Short Videos,Networking,YouTube,0.59,2.22
45,Male,India,Retired,Married,5.4,9.98,1.45,4.7,0.64,Twitter,8.09,Tablet,77.45,50GB,5,High,2,4.18,4,2,2.46,782.12,330.17,3,Movies,Education,Spotify,2.18,0.44
49,Female,USA,Student,Married,3.43,7.38,0.2,5.92,0.22,TikTok,6.73,Tablet,85.37,Unlimited,7,Low,2,7.02,6,3,0.4,8359.45,476.33,2,Short Videos,Education,Spotify,3.16,2.92
42,Male,Germany,Retired,Single,1.65,8.26,2.07,2.58,4.99,YouTube,5.92,PC,73.51,10GB,4,High,1,5.87,5,5,0.75,3430.43,453.97,3,News,News,Netflix,3.78,0.4
13,Other,Canada,Retired,Single,7.82,5.55,1.32,1.02,2.91,YouTube,7.41,Tablet,87.73,Unlimited,3,Moderate,7,7.37,4,4,0.37,4190.99,400.4,1,Movies,Entertainment,YouTube,2.21,2.43
29,Other,UK,Professional,Single,0.58,1.68,1.24,6.95,2.23,Facebook,3.02,PC,50.48,Unlimited,9,Moderate,5,7.43,9,1,1.46,2373.49,275.69,5,News,Education,YouTube,3.99,0.59
39,Other,UK,Unemployed,Single,4.16,5.44,3.45,2.5,0.54,Instagram,7.94,Smartphone,95.82,Unlimited,9,Moderate,4,8.21,7,4,2.88,4178.96,273.95,4,Short Videos,Education,YouTube,2.66,0.97
17,Male,Australia,Professional,Single,2.01,5.74,4.42,6.28,4.51,Twitter,6.57,Smartphone,48.14,Unlimited,3,Low,1,5.17,3,4,2.25,4145.04,122.59,1,Movies,Entertainment,Amazon Prime,0.29,0.09
31,Other,India,Retired,Widowed,5.55,4.02,4.45,2.5,0.72,YouTube,5.12,Smartphone,51.31,Unlimited,3,Moderate,1,8.49,8,7,1.76,1747.48,7.29,5,Movies,Entertainment,Spotify,2.8,2.96
14,Male,Canada,Unemployed,Divorced,1.69,2.86,4.69,1.34,2.06,YouTube,2.9,Tablet,83.12,10GB,9,Moderate,2,6.13,6,6,2.53,5891.23,12.5,4,Series,Education,Netflix,1.03,2.85
17,Male,Canada,Retired,Single,0.72,1.79,1.72,4.04,3.62,Twitter,6.64,PC,61.14,Unlimited,9,Low,8,8.76,4,1,0.68,3313.21,306.78,0,News,Education,YouTube,0.52,2.3
33,Male,USA,Student,Divorced,2.02,8.86,1.47,1.98,4.98,TikTok,11.73,Tablet,56.99,10GB,5,Moderate,4,5.54,3,7,1.55,5731.04,350.5,4,Movies,Education,Netflix,0.58,1.52
19,Female,UK,Retired,Widowed,1.15,5.5,4.57,3.61,2.04,YouTube,8.41,PC,35.13,10GB,1,Low,6,8.17,8,4,2.71,3910.86,170.77,3,Series,Entertainment,Amazon Prime,1.47,0.9
42,Other,Germany,Student,Single,5.3,3.39,2.77,3.54,0.11,Instagram,8.5,Tablet,13.18,50GB,2,Low,1,6.51,3,1,0.41,9139.72,395.94,5,News,Education,YouTube,2.58,1.38
48,Female,India,Retired,Divorced,6.38,8.32,2.92,4.09,0.12,Instagram,7.86,Tablet,89.47,10GB,9,Low,8,8.45,6,4,1.07,4905.04,453.96,1,Movies,Entertainment,Netflix,2.53,1.31
54,Male,Canada,Student,Widowed,7.36,9.64,2.09,3.29,2.03,TikTok,11.82,Smartphone,37.0,10GB,9,Moderate,6,4.52,6,9,1.08,1354.23,87.99,0,News,Entertainment,Amazon Prime,2.28,1.3
23,Other,Canada,Student,Married,4.02,1.21,2.23,4.77,4.59,YouTube,7.89,Smartphone,63.05,50GB,2,High,5,4.4,7,6,1.39,4645.55,106.05,5,News,Education,Netflix,3.46,1.5
21,Other,Germany,Unemployed,Married,2.84,2.93,4.31,0.7,1.65,Instagram,6.73,Smartphone,61.38,Unlimited,7,Moderate,8,4.9,9,4,1.7,1157.15,155.99,0,Series,News,Spotify,0.73,2.63
18,Other,Germany,Student,Divorced,2.58,1.42,2.85,5.85,1.36,Facebook,9.58,Tablet,46.37,50GB,1,Moderate,4,8.88,7,7,1.38,1035.53,350.72,3,Series,Education,Netflix,0.77,1.21
46,Female,India,Professional,Divorced,6.86,5.59,2.71,5.48,1.78,Facebook,8.01,Tablet,82.96,10GB,7,Low,10,6.41,6,3,2.28,3370.45,90.97,3,News,Education,YouTube,0.01,0.38
49,Female,UK,Student,Married,5.6,7.09,2.54,0.98,1.61,TikTok,11.07,PC,41.92,10GB,7,High,8,5.05,4,5,2.15,6329.73,126.77,1,News,News,Netflix,0.47,1.73
14,Other,USA,Professional,Widowed,1.13,8.86,3.4,1.72,1.51,TikTok,3.26,Tablet,5.92,50GB,6,Low,6,5.54,2,6,1.94,8803.59,443.46,0,Short Videos,Entertainment,Netflix,1.9,0.74
61,Male,UK,Student,Married,1.88,6.19,3.57,6.76,2.97,TikTok,8.73,Smartphone,85.8,Unlimited,8,Low,6,7.63,2,6,0.52,5183.8,361.96,2,News,Entertainment,Amazon Prime,3.54,0.52
15,Female,Canada,Student,Married,1.61,6.6,4.61,3.24,0.75,TikTok,10.49,Smartphone,34.59,10GB,4,Low,6,8.36,1,3,2.3,5166.19,96.4,1,Short Videos,Entertainment,YouTube,2.11,2.87
41,Male,UK,Student,Single,2.76,7.5,3.48,5.36,3.32,Instagram,10.52,Tablet,67.37,50GB,2,High,4,8.63,8,9,0.43,2328.81,362.95,2,News,Networking,Amazon Prime,2.98,1.95
49,Female,Canada,Unemployed,Single,0.94,2.03,4.63,5.91,1.62,Facebook,3.82,Smartphone,68.51,10GB,5,High,9,4.86,5,5,0.21,1084.36,126.35,2,Series,News,Amazon Prime,3.19,0.11
58,Female,India,Retired,Divorced,0.59,7.91,1.8,4.43,4.79,Instagram,7.85,Tablet,17.5,50GB,9,Moderate,9,6.68,1,4,0.89,5951.9,164.58,0,Movies,News,YouTube,3.96,2.17
50,Male,Australia,Student,Single,4.52,2.46,4.36,2.24,2.8,Twitter,2.67,Tablet,39.86,50GB,4,High,8,7.7,6,7,2.36,4506.6,414.35,4,Movies,Education,Spotify,0.78,1.23
54,Male,India,Retired,Widowed,3.33,0.94,0.81,2.07,2.9,TikTok,2.51,Tablet,61.89,10GB,1,Moderate,5,5.1,7,4,0.63,9045.64,81.83,2,News,Networking,Amazon Prime,1.91,2.3
30,Other,Australia,Student,Widowed,2.63,9.0,0.62,6.93,4.47,YouTube,3.77,Tablet,39.33,10GB,3,Moderate,1,7.4,6,8,2.99,6237.16,33.79,0,Short Videos,News,Netflix,3.39,1.74
55,Other,UK,Retired,Married,7.55,5.47,3.78,6.43,2.82,Facebook,10.45,PC,63.74,10GB,4,High,4,5.02,3,1,2.9,9742.97,225.58,3,Movies,Entertainment,Amazon Prime,3.24,1.07
17,Male,Germany,Student,Widowed,0.65,6.28,3.41,1.33,1.74,Twitter,10.84,PC,15.14,50GB,2,High,5,6.53,4,7,0.64,7846.53,361.94,2,Movies,News,Amazon Prime,0.35,0.35
59,Other,Australia,Retired,Married,6.53,3.78,0.65,1.5,3.6,Facebook,5.89,Smartphone,24.1,10GB,2,Low,9,6.6,5,4,2.83,9294.64,432.78,5,News,Entertainment,Netflix,1.26,2.54
41,Other,India,Student,Divorced,5.32,7.47,4.27,2.83,4.12,Instagram,10.06,Smartphone,28.47,10GB,7,High,5,4.67,3,6,0.68,2024.26,73.44,2,Movies,Networking,Netflix,3.66,2.55
55,Male,Canada,Student,Single,2.68,8.42,0.54,1.9,1.75,Twitter,6.06,Tablet,57.06,Unlimited,3,Low,8,8.14,7,3,2.54,3692.15,15.07,5,Short Videos,Networking,Amazon Prime,2.9,2.43
36,Female,Germany,Student,Widowed,7.07,4.4,1.45,5.7,3.34,YouTube,11.38,Tablet,41.51,50GB,1,Low,5,5.75,2,6,2.1,6873.13,9.07,2,Movies,Networking,Amazon Prime,1.74,1.36
46,Other,UK,Unemployed,Widowed,1.73,5.07,3.76,4.4,1.22,Instagram,5.49,PC,40.58,Unlimited,4,Moderate,5,6.79,1,7,0.07,6097.86,55.92,1,Movies,News,Spotify,0.49,2.68
40,Female,Germany,Retired,Widowed,7.03,9.22,0.32,0.75,3.27,YouTube,6.35,PC,38.15,Unlimited,7,Moderate,3,4.74,9,2,1.49,9169.33,415.53,0,News,Entertainment,Amazon Prime,3.16,1.71
51,Other,Germany,Retired,Single,6.84,4.16,2.75,4.89,4.16,Twitter,5.66,PC,43.81,10GB,6,Low,4,5.31,9,9,0.57,5050.91,260.03,5,Short Videos,Education,YouTube,2.6,0.66
17,Other,Canada,Professional,Divorced,7.02,6.79,2.92,4.25,1.23,YouTube,8.25,Smartphone,37.65,Unlimited,4,Moderate,4,5.86,6,4,1.79,1275.3,286.91,4,Movies,News,Spotify,2.36,1.89
16,Female,India,Student,Married,3.58,3.22,4.67,1.45,1.82,TikTok,9.42,Tablet,74.68,Unlimited,5,Moderate,4,4.3,7,7,2.22,7244.41,144.11,3,Short Videos,News,Spotify,2.39,2.08
25,Male,Australia,Professional,Married,1.24,1.98,0.47,5.13,1.5,Facebook,4.68,PC,12.38,Unlimited,2,High,7,7.45,3,7,1.1,4806.54,177.64,2,News,News,YouTube,1.84,1.89
21,Other,UK,Unemployed,Single,7.59,7.42,0.95,0.94,3.23,Twitter,8.23,Smartphone,13.76,10GB,4,High,8,5.25,5,1,2.96,1096.05,371.46,0,News,Networking,YouTube,2.16,2.89
58,Other,Australia,Professional,Widowed,4.63,2.17,4.76,3.84,1.05,Twitter,10.34,Tablet,34.17,10GB,7,Moderate,6,5.27,5,1,1.96,6112.57,329.81,1,Series,News,Spotify,3.91,0.25
24,Male,UK,Unemployed,Married,5.53,1.19,2.6,3.05,3.08,Instagram,11.29,Tablet,54.52,Unlimited,5,High,4,6.51,3,4,0.87,7198.67,130.13,3,News,Education,Spotify,3.16,1.43
63,Male,Canada,Student,Single,6.85,9.18,0.64,2.34,3.87,TikTok,3.15,PC,53.06,50GB,9,Low,2,7.33,2,8,0.74,2002.02,434.61,3,News,News,Netflix,2.46,2.44
30,Other,Australia,Professional,Widowed,4.89,4.41,3.67,4.5,2.5,Facebook,9.64,Tablet,29.93,10GB,6,High,8,4.42,8,8,2.48,1776.45,395.26,2,Series,News,Netflix,2.93,0.58
22,Male,USA,Professional,Divorced,4.86,4.16,0.77,5.86,0.87,Instagram,2.48,Smartphone,80.17,50GB,4,Moderate,7,4.01,7,5,1.08,8353.37,367.08,2,Series,Education,Netflix,1.99,1.11
54,Female,Germany,Unemployed,Married,1.44,4.9,4.75,2.45,1.29,Twitter,2.7,Tablet,36.05,50GB,5,High,7,7.37,5,3,0.81,6867.27,9.83,2,Short Videos,Entertainment,Spotify,1.13,2.62
47,Female,Germany,Unemployed,Widowed,0.56,6.11,2.97,4.86,4.79,Instagram,3.51,Tablet,8.24,50GB,7,High,2,5.9,9,5,1.26,8884.49,340.16,5,News,Education,Amazon Prime,2.86,0.76
38,Male,UK,Unemployed,Single,5.64,0.7,4.01,1.93,0.22,YouTube,2.58,Tablet,51.17,Unlimited,7,High,3,4.0,5,4,1.5,7777.32,425.97,4,News,Education,Netflix,3.41,0.38
41,Other,UK,Unemployed,Divorced,1.68,7.86,2.6,4.32,1.42,Instagram,11.85,Smartphone,31.35,50GB,9,Moderate,3,7.6,5,7,0.03,9254.53,407.23,0,News,News,Netflix,3.05,2.01
50,Other,UK,Professional,Widowed,6.22,2.46,4.07,3.53,0.42,TikTok,9.33,PC,69.51,Unlimited,2,High,3,5.54,9,4,0.99,5928.17,186.14,5,Series,Networking,Amazon Prime,3.26,0.7
24,Other,Canada,Student,Single,1.44,1.05,2.65,3.92,1.25,Instagram,11.76,PC,74.63,Unlimited,1,Moderate,9,6.82,6,4,0.38,5215.39,403.8,2,Movies,Networking,Spotify,1.94,2.75
64,Female,UK,Unemployed,Divorced,0.64,7.46,4.76,4.97,3.84,TikTok,8.35,Smartphone,12.15,Unlimited,5,Moderate,8,8.32,7,6,0.59,3593.89,164.9,0,News,Networking,Spotify,3.92,0.91
63,Female,Australia,Unemployed,Single,6.18,0.56,0.36,0.77,0.67,Twitter,7.02,Smartphone,19.94,50GB,1,Low,9,5.49,7,6,2.68,2571.38,311.27,2,Series,Networking,YouTube,2.42,2.32
46,Female,Australia,Unemployed,Widowed,5.07,5.89,2.85,6.28,2.88,TikTok,4.01,PC,39.85,Unlimited,5,Low,7,4.96,6,8,2.28,2734.06,189.67,0,Movies,Entertainment,Amazon Prime,0.51,0.19
23,Male,India,Student,Divorced,3.71,8.11,4.07,2.62,4.63,YouTube,9.72,Tablet,25.14,50GB,6,High,9,7.33,2,2,0.62,4743.38,169.88,5,Series,Entertainment,Amazon Prime,1.97,2.03
48,Other,Australia,Retired,Divorced,5.8,9.12,1.56,5.19,1.66,TikTok,11.87,Smartphone,67.98,Unlimited,4,Moderate,1,7.49,9,7,0.72,5054.76,429.93,3,Series,Networking,YouTube,2.39,2.76
16,Male,Canada,Professional,Widowed,3.45,5.36,0.71,3.73,1.32,Facebook,4.26,Smartphone,47.4,50GB,8,High,2,7.81,6,2,1.46,2165.09,358.56,4,Short Videos,Networking,Amazon Prime,0.79,0.53
14,Other,Australia,Professional,Widowed,4.87,6.98,4.36,6.24,0.63,YouTube,4.34,Tablet,57.23,Unlimited,3,Low,6,4.1,1,7,0.98,8924.76,217.98,3,Movies,Education,Netflix,2.86,2.93
26,Male,UK,Unemployed,Widowed,5.62,9.51,3.96,1.34,4.62,Twitter,10.35,PC,26.89,50GB,6,Low,2,5.83,1,7,2.63,6068.37,420.37,3,News,News,Netflix,1.99,1.86
37,Other,Germany,Professional,Widowed,0.82,6.2,4.88,4.99,0.4,Instagram,9.83,PC,31.25,10GB,9,High,1,5.99,9,7,1.25,7797.16,331.24,1,Movies,Education,Amazon Prime,0.88,0.16
58,Male,Canada,Unemployed,Widowed,2.14,2.77,3.29,4.66,0.65,YouTube,2.02,Tablet,6.21,50GB,2,Low,4,4.02,5,2,2.48,2747.66,160.0,0,Series,Entertainment,Spotify,0.48,1.77
50,Male,Canada,Student,Married,5.28,9.92,1.88,4.67,1.97,TikTok,2.37,Tablet,96.34,10GB,5,Moderate,5,8.76,8,1,0.26,7173.75,77.03,4,News,Entertainment,Netflix,1.41,2.5
51,Other,Australia,Retired,Single,6.2,1.68,4.05,6.7,4.65,YouTube,10.17,Smartphone,14.39,10GB,4,High,3,8.23,4,3,1.66,3633.56,402.01,2,Short Videos,Networking,Amazon Prime,1.3,2.75
35,Female,Canada,Student,Single,4.79,3.51,3.01,2.8,0.12,Facebook,6.58,PC,67.5,10GB,3,Moderate,1,5.28,9,9,0.34,7056.92,447.11,2,Short Videos,Entertainment,Spotify,3.16,0.73
30,Female,USA,Professional,Married,3.87,2.91,4.36,4.88,0.98,Instagram,9.99,PC,94.57,50GB,1,High,1,6.78,1,1,1.06,8711.9,441.98,1,Movies,Education,YouTube,1.9,2.46
32,Other,Canada,Retired,Married,4.85,9.93,2.16,2.57,1.61,Twitter,3.82,PC,28.34,10GB,3,High,7,7.77,8,5,0.26,4385.94,311.8,4,Short Videos,Education,Amazon Prime,3.16,2.5
64,Female,Australia,Professional,Widowed,2.55,8.2,0.24,2.21,4.6,Twitter,10.95,Tablet,33.24,10GB,3,Moderate,8,6.36,2,9,2.22,2414.68,260.64,5,News,Networking,Amazon Prime,3.75,0.77
15,Male,India,Professional,Widowed,0.93,6.43,4.91,6.19,2.84,Facebook,3.06,PC,13.59,50GB,8,Low,2,5.09,7,2,2.58,1081.63,451.59,3,Series,News,Spotify,2.52,2.17
58,Other,Australia,Unemployed,Single,4.1,2.3,4.65,4.21,2.9,Instagram,3.24,PC,55.84,Unlimited,3,Moderate,1,5.1,6,2,0.38,4790.03,394.69,2,Movies,Networking,Netflix,1.44,1.85
43,Male,India,Unemployed,Divorced,3.79,4.76,4.24,6.57,4.02,Facebook,6.87,PC,10.45,50GB,3,High,3,4.62,4,6,1.31,9046.05,130.59,0,Series,Entertainment,Amazon Prime,0.09,1.86
